size_ko,nb_doubles,time_ms
1385,177280,11.998
1393,178304,12.123
1401,179328,11.939
1409,180352,12.264000000000001
1417,181376,11.966
1425,182400,12.193000000000001
1433,183424,12.014999999999999
1441,184448,11.782
1449,185472,12.26
1457,186496,12.236
1465,187520,12.127
1473,188544,12.056000000000001
1481,189568,12.145
1489,190592,12.078999999999999
1497,191616,12.148000000000001
1505,192640,12.435
1513,193664,12.064
1521,194688,12.031
1529,195712,12.229000000000001
1537,196736,12.157
1545,197760,12.157
1553,198784,12.101
1561,199808,11.911
1569,200832,12.152
1577,201856,12.099
1585,202880,12.289
1593,203904,12.142
1601,204928,12.151
1609,205952,12.0
1617,206976,11.994
1625,208000,11.916
1633,209024,12.235
1641,210048,11.945
1649,211072,12.248
1657,212096,11.952
1665,213120,12.081
1673,214144,11.916
1681,215168,11.878
1689,216192,11.991999999999999
1697,217216,11.991
1705,218240,12.026
1713,219264,12.061
1721,220288,12.418999999999999
1729,221312,12.439
1737,222336,12.097999999999999
1745,223360,12.064
1753,224384,12.086
1761,225408,11.888
1769,226432,12.35
1777,227456,12.17
1785,228480,11.861
1793,229504,11.841000000000001
1801,230528,11.907
1809,231552,12.032
1817,232576,12.086
1825,233600,12.126
1833,234624,12.205
1841,235648,12.089
1849,236672,12.389000000000001
1857,237696,12.21
1865,238720,12.148000000000001
1873,239744,12.171
1881,240768,12.231
1889,241792,12.202
1897,242816,12.171
1905,243840,12.375
1913,244864,12.154
1921,245888,11.693
1929,246912,12.040000000000001
1937,247936,12.196
1945,248960,12.363000000000001
1953,249984,12.096
1961,251008,12.297
1969,252032,11.932
1977,253056,12.036
1985,254080,11.983
1993,255104,12.185
2001,256128,12.203000000000001
2009,257152,12.277
2017,258176,12.213
2025,259200,12.418000000000001
2033,260224,11.669
2041,261248,11.93
2049,262272,13.424
2057,263296,12.203999999999999
2065,264320,12.078999999999999
2073,265344,12.056000000000001
2081,266368,11.976
2089,267392,12.064
2097,268416,12.158999999999999
2105,269440,12.207
2113,270464,11.862
2121,271488,12.385
2129,272512,12.120000000000001
2137,273536,11.754999999999999
2145,274560,12.399000000000001
2153,275584,12.23
2161,276608,11.802
2169,277632,12.19
2177,278656,12.047
2185,279680,11.790999999999999
2193,280704,11.966
2201,281728,11.998
2209,282752,12.471
2217,283776,12.809
2225,284800,12.704
2233,285824,12.955
2241,286848,12.279
2249,287872,12.559000000000001
2257,288896,12.151
2265,289920,12.331999999999999
2273,290944,12.131
2281,291968,12.016
2289,292992,12.028
2297,294016,12.112
2305,295040,12.173
2313,296064,12.59
2321,297088,12.389000000000001
2329,298112,12.255
2337,299136,12.316
2345,300160,12.215
2353,301184,12.116
2361,302208,12.123
2369,303232,12.200000000000001
2377,304256,12.456999999999999
2385,305280,12.293
2393,306304,12.221
2401,307328,12.196
2409,308352,12.066
2417,309376,12.184000000000001
2425,310400,12.209
2433,311424,11.916
2441,312448,12.200000000000001
2449,313472,12.047
2457,314496,12.224
2465,315520,11.997
2473,316544,12.016
2481,317568,12.138
2489,318592,12.038
2497,319616,11.991
2505,320640,11.994
2513,321664,12.18
2521,322688,12.099
2529,323712,12.222999999999999
2537,324736,12.164
2545,325760,12.28
2553,326784,12.073
2561,327808,12.185
2569,328832,12.205
2577,329856,11.972
2585,330880,12.301
2593,331904,11.906
2601,332928,12.118
2609,333952,12.283999999999999
2617,334976,12.467
2625,336000,12.352
2633,337024,12.23
2641,338048,12.078
2649,339072,12.026
2657,340096,12.692
2665,341120,13.378
2673,342144,12.595
2681,343168,12.918000000000001
2689,344192,13.263
2697,345216,13.197000000000001
2705,346240,12.796
2713,347264,12.979
2721,348288,12.661
2729,349312,12.44
2737,350336,12.247
2745,351360,12.281
2753,352384,12.63
2761,353408,13.212
2769,354432,12.847000000000001
2777,355456,13.343
2785,356480,13.563
2793,357504,13.407
2801,358528,13.032
2809,359552,13.014
2817,360576,12.656
2825,361600,12.716999999999999
2833,362624,13.102
2841,363648,13.149
2849,364672,13.15
2857,365696,13.427
2865,366720,13.226999999999999
2873,367744,13.481
2881,368768,13.022
2889,369792,12.866999999999999
2897,370816,13.171999999999999
2905,371840,12.818
2913,372864,13.267
2921,373888,12.633000000000001
2929,374912,12.623000000000001
2937,375936,13.305000000000001
2945,376960,12.841999999999999
2953,377984,12.998
2961,379008,12.714
2969,380032,13.296000000000001
2977,381056,13.304
2985,382080,13.26
2993,383104,12.783
3001,384128,12.875
3009,385152,12.749
3017,386176,12.597000000000001
3025,387200,12.856
3033,388224,12.631
3041,389248,12.556
3049,390272,12.633000000000001
3057,391296,12.721
3065,392320,12.262
3073,393344,12.543000000000001
3081,394368,12.915
3089,395392,12.394
3097,396416,14.262
3105,397440,13.188
3113,398464,13.622
3121,399488,13.544
3129,400512,13.813
3137,401536,13.671000000000001
3145,402560,12.751999999999999
3153,403584,12.805
3161,404608,14.151
3169,405632,16.185000000000002
3177,406656,17.843999999999998
3185,407680,12.951
3193,408704,15.568
3201,409728,14.017999999999999
3209,410752,13.747
3217,411776,13.305000000000001
3225,412800,13.423
3233,413824,12.911000000000001
3241,414848,12.81
3249,415872,14.015
3257,416896,12.765
3265,417920,12.929
3273,418944,12.661
3281,419968,13.082
3289,420992,13.152000000000001
3297,422016,12.657
3305,423040,12.434000000000001
3313,424064,12.864
3321,425088,13.024000000000001
3329,426112,12.297
3337,427136,12.505
3345,428160,12.859
3353,429184,12.949
3361,430208,13.055000000000001
3369,431232,13.405999999999999
3377,432256,12.854000000000001
3385,433280,12.569
3393,434304,13.135000000000002
3401,435328,13.305000000000001
3409,436352,14.138
3417,437376,14.089
3425,438400,12.725
3433,439424,13.076
3441,440448,12.786999999999999
3449,441472,12.908
3457,442496,12.619
3465,443520,12.709
3473,444544,12.723999999999998
3481,445568,13.082999999999998
3489,446592,12.747
3497,447616,12.931
3505,448640,13.458
3513,449664,12.314
3521,450688,12.562999999999999
3529,451712,12.394
3537,452736,12.362
3545,453760,13.299
3553,454784,12.706999999999999
3561,455808,12.819
3569,456832,12.129
3577,457856,12.217
3585,458880,12.186
3601,460928,12.469
3609,461952,12.621
3617,462976,13.270000000000001
3625,464000,12.45
3633,465024,12.522
3641,466048,13.363999999999999
3649,467072,12.484
3657,468096,12.232
3665,469120,12.911000000000001
3673,470144,12.378
3681,471168,12.852
3689,472192,12.366
3697,473216,12.497
3705,474240,13.530999999999999
3713,475264,12.965000000000002
3721,476288,13.41
3729,477312,12.933
3737,478336,12.855
3745,479360,13.363
3753,480384,14.33
3761,481408,13.431000000000001
3769,482432,12.939
3777,483456,13.684999999999999
3785,484480,13.313
3793,485504,13.404
3801,486528,13.325
3809,487552,13.252
3817,488576,13.572000000000001
3825,489600,13.318999999999999
3833,490624,13.325
3841,491648,13.709000000000001
3849,492672,12.757
3857,493696,13.517
3865,494720,13.265
3873,495744,12.89
3881,496768,13.125
3889,497792,12.772
3897,498816,13.152000000000001
3905,499840,13.375
3913,500864,13.756
3921,501888,13.578
3929,502912,13.852
3937,503936,13.268
3945,504960,13.19
3953,505984,13.016
3961,507008,13.823
3969,508032,12.678999999999998
3977,509056,13.619
3985,510080,12.413
3993,511104,12.414
4001,512128,15.763
4009,513152,15.463
4017,514176,14.852
4025,515200,13.164
4033,516224,14.026
4041,517248,13.548
4049,518272,12.770999999999999
4057,519296,12.82
4065,520320,14.895999999999999
4073,521344,14.758000000000001
4081,522368,12.966
4089,523392,12.917
4097,524416,12.932
4129,528512,12.447
4161,532608,12.532
4193,536704,12.711
4225,540800,13.938
4257,544896,13.159
4289,548992,12.607
4321,553088,12.822
4353,557184,12.661
4385,561280,12.719
4417,565376,12.616999999999999
4449,569472,12.985999999999999
4481,573568,14.276
4513,577664,12.822999999999999
4545,581760,13.224
4577,585856,13.194
4609,589952,13.135000000000002
4641,594048,13.45
4673,598144,13.725
4705,602240,13.02
4737,606336,12.841
4769,610432,12.905
4801,614528,12.97
4833,618624,12.566
4865,622720,12.718
4897,626816,12.762
4929,630912,12.791
4961,635008,12.939
4993,639104,12.843
5025,643200,13.05
5057,647296,13.766
5089,651392,12.344000000000001
5121,655488,12.49
5153,659584,12.732999999999999
5185,663680,15.706999999999999
5217,667776,14.884
5249,671872,12.354000000000001
5281,675968,12.392999999999999
5313,680064,13.806000000000001
5345,684160,12.728
5377,688256,12.194999999999999
5409,692352,12.605
5441,696448,12.31
5473,700544,12.802
5505,704640,12.366
5537,708736,12.11
5569,712832,12.239
5601,716928,12.251
5633,721024,12.239
5665,725120,12.316
5697,729216,12.324
5729,733312,12.519
5761,737408,12.456
5793,741504,12.298
5825,745600,12.34
5857,749696,12.323
5889,753792,12.471
5921,757888,12.231
5953,761984,12.324
5985,766080,12.314
6017,770176,12.316
6049,774272,12.299
6081,778368,12.151
6113,782464,13.174999999999999
6145,786560,12.923
6177,790656,12.481000000000002
6209,794752,12.191
6241,798848,12.722000000000001
6273,802944,12.534
6305,807040,12.762
6337,811136,12.592
6369,815232,13.11
6401,819328,12.79
6433,823424,12.411999999999999
6465,827520,12.427999999999999
6497,831616,12.257
6529,835712,12.437999999999999
6561,839808,12.579
6593,843904,12.416
6625,848000,12.444
6657,852096,12.331999999999999
6689,856192,12.388
6721,860288,12.382000000000001
6753,864384,12.267999999999999
6785,868480,12.342
6817,872576,12.407
6849,876672,12.389000000000001
6881,880768,12.236
6913,884864,12.382000000000001
6945,888960,12.248999999999999
6977,893056,12.338
7009,897152,12.324
7041,901248,12.246
7073,905344,12.328000000000001
7105,909440,12.1
7137,913536,12.251
7169,917632,12.194999999999999
7201,921728,12.252
7233,925824,12.262
7265,929920,12.237
7297,934016,12.315
7329,938112,12.802
7361,942208,12.235
7393,946304,12.346
7425,950400,12.194999999999999
7457,954496,12.122000000000002
7489,958592,12.232
7521,962688,12.538
7553,966784,12.291
7585,970880,13.12
7617,974976,12.265
7649,979072,12.846
7681,983168,12.385
7713,987264,12.652
7745,991360,12.508000000000001
7777,995456,13.350000000000001
7809,999552,13.102
7841,1003648,12.433
7873,1007744,12.263
7905,1011840,12.441
7937,1015936,12.623000000000001
7969,1020032,12.482
8001,1024128,12.709
8033,1028224,12.583
8065,1032320,13.565000000000001
8097,1036416,13.081000000000001
8129,1040512,12.77
8161,1044608,12.739
8193,1048704,12.351
8225,1052800,12.328999999999999
8257,1056896,12.31
8289,1060992,12.581999999999999
8321,1065088,12.403
8353,1069184,12.53
8385,1073280,13.154
8417,1077376,13.696
8449,1081472,13.673
8481,1085568,13.189
8513,1089664,13.982
8545,1093760,12.947000000000001
8577,1097856,13.363999999999999
8609,1101952,12.87
8641,1106048,13.126999999999999
8673,1110144,12.82
8705,1114240,13.270999999999999
8737,1118336,13.183
8769,1122432,15.173
8801,1126528,13.911
8833,1130624,13.209999999999999
8865,1134720,13.617
8897,1138816,13.049
8929,1142912,13.225999999999999
8961,1147008,12.876
8993,1151104,12.845
9025,1155200,13.533999999999999
9057,1159296,15.54
9089,1163392,21.937
9121,1167488,22.599999999999998
9153,1171584,19.515
9185,1175680,16.087
9217,1179776,16.04
9249,1183872,16.204
9281,1187968,15.661000000000001
9313,1192064,15.02
9345,1196160,15.706000000000001
9377,1200256,13.652
9409,1204352,13.875
9441,1208448,14.032
9473,1212544,14.1
9505,1216640,14.307
9537,1220736,13.383000000000001
9569,1224832,13.077
9601,1228928,13.321
9633,1233024,13.274
9665,1237120,13.270000000000001
9697,1241216,12.915
9729,1245312,14.354000000000001
9761,1249408,13.809999999999999
9793,1253504,13.431999999999999
9825,1257600,13.351999999999999
9857,1261696,13.523
9889,1265792,13.643
9921,1269888,13.729
9953,1273984,13.443
9985,1278080,14.119
10017,1282176,13.555
10049,1286272,14.897
10081,1290368,14.275
10113,1294464,15.815
10145,1298560,16.59
10177,1302656,17.868
10209,1306752,14.321
10241,1310848,14.416
10273,1314944,13.877
10305,1319040,14.171
10337,1323136,13.676
10369,1327232,14.087
10401,1331328,16.035
10433,1335424,14.316
10465,1339520,14.298
10497,1343616,14.193000000000001
10529,1347712,14.077
10561,1351808,13.68
10593,1355904,14.489
10625,1360000,14.065
10657,1364096,14.629
10689,1368192,14.648
10721,1372288,15.174
10753,1376384,14.252
10785,1380480,15.799000000000001
10817,1384576,16.487000000000002
10849,1388672,15.445
10881,1392768,14.022
10913,1396864,14.802
10945,1400960,14.19
10977,1405056,14.334
11009,1409152,14.632
11041,1413248,15.286
11073,1417344,13.955
11105,1421440,14.398
11137,1425536,14.423
11169,1429632,14.107
11201,1433728,14.373000000000001
11233,1437824,14.685
11265,1441920,19.026999999999997
11297,1446016,17.157
11329,1450112,15.393
11361,1454208,15.267
11393,1458304,17.073
11425,1462400,15.323
11457,1466496,16.461
11489,1470592,17.259
11521,1474688,20.145
11553,1478784,25.423000000000002
11585,1482880,26.354
11617,1486976,20.978
11649,1491072,19.246
11681,1495168,19.237000000000002
11713,1499264,18.979
11745,1503360,20.854999999999997
11777,1507456,20.721
11809,1511552,16.171000000000003
11841,1515648,15.48
11873,1519744,15.419
11905,1523840,15.553
11937,1527936,15.952999999999998
12001,1536128,17.46
12033,1540224,17.401
12065,1544320,18.189
12097,1548416,19.867
12129,1552512,21.565
12161,1556608,20.282999999999998
12193,1560704,16.293
12225,1564800,21.907
12257,1568896,18.959
12289,1572992,19.227999999999998
12321,1577088,19.971
12353,1581184,17.528
12385,1585280,17.065
12417,1589376,17.725
12449,1593472,17.996000000000002
12481,1597568,19.602
12513,1601664,18.256
12545,1605760,17.933
12577,1609856,19.022000000000002
12609,1613952,18.062
12641,1618048,19.461
12673,1622144,20.59
12705,1626240,18.572000000000003
12737,1630336,23.341
12769,1634432,34.245999999999995
12801,1638528,29.471
12833,1642624,34.818000000000005
12865,1646720,23.913
12897,1650816,30.008
12929,1654912,27.119999999999997
12961,1659008,22.084
12993,1663104,19.304000000000002
13025,1667200,19.455
13057,1671296,20.355
13089,1675392,20.604999999999997
13121,1679488,19.387999999999998
13153,1683584,19.091
13185,1687680,19.049
13217,1691776,20.578
13249,1695872,18.741
13281,1699968,19.695
13313,1704064,18.951
13345,1708160,19.567
13377,1712256,20.028000000000002
13409,1716352,20.677999999999997
13441,1720448,22.307000000000002
13473,1724544,20.879
13505,1728640,20.441999999999997
13537,1732736,19.602999999999998
13569,1736832,20.879
13601,1740928,21.105999999999998
13633,1745024,20.297
13665,1749120,20.264999999999997
13697,1753216,19.244
13729,1757312,20.871000000000002
13761,1761408,20.652
13793,1765504,20.207
13825,1769600,20.777
13857,1773696,20.714
13889,1777792,20.327
13921,1781888,21.615
13953,1785984,20.764000000000003
13985,1790080,23.551
14017,1794176,23.016
14049,1798272,22.049
14081,1802368,22.270000000000003
14113,1806464,21.249
14145,1810560,22.311
14177,1814656,20.591
14209,1818752,20.264
14241,1822848,22.392
14273,1826944,22.786
14305,1831040,22.540000000000003
