#arch : aarch64
#CPU : unknown
#OS : Linux
#version : 6.1.0-25-arm64
____PASS 128K_____
DEBUG: Huge pages allouées à l'adresse 0xffff95600000
#mem alloc : malloc
#using 1 threads
#using memory mode : SAME_BUFFER
#STEP_SIZE = 16
#LOOP_NB0 = 320000000
#buffer init with 0.0 = true
#mem_size   nb_double   time
0 ko	0	0	0
1 ko	128	0.009682	0
2 ko	256	0.007913	0
3 ko	384	0.00702	0
4 ko	512	0.008067	0
5 ko	640	0.008111	0
6 ko	768	0.006916	0
7 ko	896	0.008229	0
8 ko	1024	0.008213	0
9 ko	1152	0.008078	0
10 ko	1280	0.009046	0
11 ko	1408	0.006581	0
12 ko	1536	0.007772	0
13 ko	1664	0.008388	0
14 ko	1792	0.008302	0
15 ko	1920	0.012481	0
16 ko	2048	0.008046	0
17 ko	2176	0.022112	0
18 ko	2304	0.011316	0
19 ko	2432	0.011525	0
20 ko	2560	0.009002	0
21 ko	2688	0.008753	0
22 ko	2816	0.009144	0
23 ko	2944	0.007323	0
24 ko	3072	0.010062	0
25 ko	3200	0.009097	0
26 ko	3328	0.007625	0
27 ko	3456	0.008481	0
28 ko	3584	0.007797	0
29 ko	3712	0.008305	0
30 ko	3840	0.008015	0
31 ko	3968	0.007185	0
32 ko	4096	0.007149	0
33 ko	4224	0.009837	0
34 ko	4352	0.007091	0
35 ko	4480	0.007388	0
36 ko	4608	0.006761	0
37 ko	4736	0.006446	0
38 ko	4864	0.006853	0
39 ko	4992	0.006703	0
40 ko	5120	0.00663	0
41 ko	5248	0.006414	0
42 ko	5376	0.006476	0
43 ko	5504	0.006452	0
44 ko	5632	0.00665	0
45 ko	5760	0.006618	0
46 ko	5888	0.006518	0
47 ko	6016	0.006223	0
48 ko	6144	0.006734	0
49 ko	6272	0.006325	0
50 ko	6400	0.006603	0
51 ko	6528	0.006697	0
52 ko	6656	0.00641	0
53 ko	6784	0.006248	0
54 ko	6912	0.006489	0
55 ko	7040	0.006467	0
56 ko	7168	0.006723	0
57 ko	7296	0.006275	0
58 ko	7424	0.006568	0
59 ko	7552	0.00634	0
60 ko	7680	0.006709	0
61 ko	7808	0.00657	0
62 ko	7936	0.006836	0
63 ko	8064	0.006722	0
64 ko	8192	0.006748	0
65 ko	8320	0.006465	0
66 ko	8448	0.006645	0
67 ko	8576	0.006609	0
68 ko	8704	0.006539	0
69 ko	8832	0.006326	0
70 ko	8960	0.006551	0
71 ko	9088	0.006161	0
72 ko	9216	0.006427	0
73 ko	9344	0.006221	0
74 ko	9472	0.006328	0
75 ko	9600	0.006515	0
76 ko	9728	0.006448	0
77 ko	9856	0.00653	0
78 ko	9984	0.006317	0
79 ko	10112	0.006438	0
80 ko	10240	0.006617	0
81 ko	10368	0.006888	0
82 ko	10496	0.006731	0
83 ko	10624	0.006652	0
84 ko	10752	0.006615	0
85 ko	10880	0.006664	0
86 ko	11008	0.006497	0
87 ko	11136	0.006763	0
88 ko	11264	0.006668	0
89 ko	11392	0.006454	0
90 ko	11520	0.006245	0
91 ko	11648	0.006438	0
92 ko	11776	0.006304	0
93 ko	11904	0.006421	0
94 ko	12032	0.006342	0
95 ko	12160	0.006664	0
96 ko	12288	0.00658	0
97 ko	12416	0.006524	0
98 ko	12544	0.006357	0
99 ko	12672	0.006418	0
100 ko	12800	0.006242	0
101 ko	12928	0.006665	0
102 ko	13056	0.006324	0
103 ko	13184	0.006518	0
104 ko	13312	0.006453	0
105 ko	13440	0.006585	0
106 ko	13568	0.00675	0
107 ko	13696	0.006544	0
108 ko	13824	0.006112	0
109 ko	13952	0.006399	0
110 ko	14080	0.006235	0
111 ko	14208	0.006602	0
