size_bytes,time_s
1704960.0,0.031646
1713152.0,0.03133
1721344.0,0.031602
1729536.0,0.031428
1737728.0,0.031527
1745920.0,0.031705
1754112.0,0.031236
1762304.0,0.031534
1770496.0,0.031571
1778688.0,0.031201
1786880.0,0.032133
1795072.0,0.031473
1803264.0,0.031139
1811456.0,0.031524
1819648.0,0.031417
1827840.0,0.031961
1836032.0,0.03169
1844224.0,0.031325
1852416.0,0.03154
1860608.0,0.031494
1868800.0,0.032039
1876992.0,0.031712
1885184.0,0.031391
1893376.0,0.031941
1901568.0,0.033099
1909760.0,0.03136
1917952.0,0.031461
1926144.0,0.031543
1934336.0,0.031647
1942528.0,0.031945
1950720.0,0.03154
1958912.0,0.031325
1967104.0,0.031646
1975296.0,0.031727
1983488.0,0.031292
1991680.0,0.031624
1999872.0,0.031443
2008064.0,0.03155
2016256.0,0.031505
2024448.0,0.031368
2032640.0,0.031747
2040832.0,0.03149
2049024.0,0.031327
2057216.0,0.03176
2065408.0,0.031616
2073600.0,0.031407
2081792.0,0.031919
2089984.0,0.03184
2098176.0,0.032014
2106368.0,0.031629
2114560.0,0.031298
2122752.0,0.032109
2130944.0,0.031532
2139136.0,0.031197
2147328.0,0.031866
2155520.0,0.032263
2163712.0,0.031912
2171904.0,0.031699
2180096.0,0.031353
2188288.0,0.031781
2196480.0,0.031729
2204672.0,0.031469
2212864.0,0.031805
2221056.0,0.031595
2229248.0,0.031503
2237440.0,0.03185
2245632.0,0.03168
2253824.0,0.031638
2262016.0,0.03161
2270208.0,0.031177
2278400.0,0.031744
2286592.0,0.03165
2294784.0,0.03128
2302976.0,0.031723
2311168.0,0.031592
2319360.0,0.031338
2327552.0,0.031617
2335744.0,0.03143
2343936.0,0.031715
2352128.0,0.031678
2360320.0,0.031318
2368512.0,0.031553
2376704.0,0.032349
2384896.0,0.031217
2393088.0,0.032164
2401280.0,0.031896
2409472.0,0.031996
2417664.0,0.03191
2425856.0,0.031181
2434048.0,0.031658
2442240.0,0.031517
2450432.0,0.031446
2458624.0,0.031705
2466816.0,0.031647
2475008.0,0.031293
2483200.0,0.031631
2491392.0,0.03145
2499584.0,0.031465
2507776.0,0.031824
2515968.0,0.031174
2524160.0,0.031667
2532352.0,0.031571
2540544.0,0.031192
2548736.0,0.032842
2556928.0,0.031748
2565120.0,0.03135
2573312.0,0.031625
2581504.0,0.031402
2589696.0,0.031791
2597888.0,0.031615
2606080.0,0.031464
2614272.0,0.031541
2622464.0,0.031528
2630656.0,0.032337
2638848.0,0.03162
2647040.0,0.03151
2655232.0,0.031278
2663424.0,0.032251
2671616.0,0.03185
2679808.0,0.031328
2688000.0,0.031596
2696192.0,0.031965
2704384.0,0.031825
2712576.0,0.031685
2720768.0,0.031355
2728960.0,0.031786
2737152.0,0.032052
2745344.0,0.031447
2753536.0,0.03158
2761728.0,0.031641
2769920.0,0.031232
2778112.0,0.03162
2786304.0,0.03128
2794496.0,0.031382
2802688.0,0.031614
2810880.0,0.031292
2819072.0,0.031671
2827264.0,0.031561
2835456.0,0.031329
2843648.0,0.031694
2851840.0,0.032232
2860032.0,0.031975
2868224.0,0.031575
2876416.0,0.031536
2884608.0,0.032171
2892800.0,0.031999
2900992.0,0.03124
2909184.0,0.031841
2917376.0,0.032029
2925568.0,0.031948
2933760.0,0.031799
2941952.0,0.031638
2950144.0,0.031503
2958336.0,0.031771
2966528.0,0.031676
2974720.0,0.031336
2982912.0,0.031703
2991104.0,0.031302
2999296.0,0.031871
3007488.0,0.032004
3015680.0,0.031517
3023872.0,0.031955
3032064.0,0.031682
3040256.0,0.031459
3048448.0,0.03181
3056640.0,0.031747
3064832.0,0.03161
3073024.0,0.031838
3081216.0,0.03149
3089408.0,0.031295
3097600.0,0.032124
3105792.0,0.031526
3113984.0,0.032029
3122176.0,0.032131
3130368.0,0.032269
3138560.0,0.032108
3146752.0,0.032227
3154944.0,0.032075
3163136.0,0.03226
3171328.0,0.032032
3179520.0,0.031895
3187712.0,0.032093
3195904.0,0.031777
3204096.0,0.031372
3212288.0,0.031948
3220480.0,0.031544
3228672.0,0.031502
3236864.0,0.031718
3245056.0,0.031215
3253248.0,0.031646
3261440.0,0.031964
3269632.0,0.031507
3277824.0,0.031922
3286016.0,0.031859
3294208.0,0.031562
3302400.0,0.032884
3310592.0,0.032115
3318784.0,0.031771
3326976.0,0.032274
3335168.0,0.031859
3343360.0,0.032094
3351552.0,0.03238
3359744.0,0.031894
3367936.0,0.032139
3376128.0,0.032013
3384320.0,0.032484
3392512.0,0.032194
3400704.0,0.032715
3408896.0,0.031668
3417088.0,0.032304
3425280.0,0.03209
3433472.0,0.032023
3441664.0,0.032515
3449856.0,0.033848
3458048.0,0.031986
3466240.0,0.032135
3474432.0,0.032506
3482624.0,0.031666
3490816.0,0.032242
3499008.0,0.033195
3507200.0,0.031826
3515392.0,0.032334
3523584.0,0.032051
3531776.0,0.031701
3539968.0,0.032269
3548160.0,0.032073
3556352.0,0.031899
3564544.0,0.032393
3572736.0,0.031894
3580928.0,0.032801
3589120.0,0.032947
3597312.0,0.032676
3605504.0,0.033169
3613696.0,0.032919
3621888.0,0.032059
3630080.0,0.033305
3638272.0,0.032723
3646464.0,0.032848
3654656.0,0.032649
3662848.0,0.032856
3671040.0,0.032405
3679232.0,0.032543
3687424.0,0.033009
3695616.0,0.032013
3703808.0,0.032838
3712000.0,0.032726
3720192.0,0.032114
3728384.0,0.033203
3736576.0,0.03292
3744768.0,0.032859
3752960.0,0.03347
3761152.0,0.032918
3769344.0,0.032564
3777536.0,0.032939
3785728.0,0.033145
3793920.0,0.032599
3802112.0,0.032955
3810304.0,0.033181
3818496.0,0.032807
3826688.0,0.032547
3834880.0,0.033281
3843072.0,0.032882
3851264.0,0.032787
3859456.0,0.033074
3867648.0,0.033044
3875840.0,0.033152
3884032.0,0.033048
3892224.0,0.034687
3900416.0,0.033048
3908608.0,0.033082
3916800.0,0.033263
3924992.0,0.032422
3933184.0,0.033218
3941376.0,0.033484
3949568.0,0.032722
3957760.0,0.033023
3965952.0,0.033357
3974144.0,0.033813
3982336.0,0.032915
3990528.0,0.03323
3998720.0,0.033362
4006912.0,0.032849
4015104.0,0.033153
4023296.0,0.033225
4031488.0,0.033287
4039680.0,0.033175
4047872.0,0.033331
4056064.0,0.032723
4064256.0,0.033534
4072448.0,0.03354
4080640.0,0.033048
4088832.0,0.034041
4097024.0,0.033393
4105216.0,0.032988
4113408.0,0.034586
4121600.0,0.033478
4129792.0,0.033355
4137984.0,0.033857
4146176.0,0.033846
4154368.0,0.033399
4162560.0,0.033627
4170752.0,0.034572
4178944.0,0.034183
4187136.0,0.03371
4195328.0,0.037386
4228096.0,0.037032
4260864.0,0.033774
4293632.0,0.033986
4326400.0,0.034263
4359168.0,0.034065
4391936.0,0.033826
4424704.0,0.034493
4457472.0,0.034408
4490240.0,0.034121
4523008.0,0.034858
4555776.0,0.034638
4588544.0,0.034184
4621312.0,0.035152
4654080.0,0.035975
4686848.0,0.035673
4719616.0,0.034691
4752384.0,0.036716
4785152.0,0.038203
4817920.0,0.037618
4850688.0,0.037403
4883456.0,0.038467
4916224.0,0.038457
4948992.0,0.038587
4981760.0,0.038561
5014528.0,0.038393
5047296.0,0.04136
5080064.0,0.039981
5112832.0,0.03786
5145600.0,0.03852
5178368.0,0.037789
5211136.0,0.038546
5243904.0,0.038421
5276672.0,0.039065
5309440.0,0.041068
5342208.0,0.038143
5374976.0,0.038929
5407744.0,0.039413
5440512.0,0.038908
5473280.0,0.039595
5506048.0,0.042756
5538816.0,0.042795
5571584.0,0.043925
5604352.0,0.044355
5637120.0,0.050121
5669888.0,0.050167
5702656.0,0.051276
5735424.0,0.050692
5768192.0,0.051332
5800960.0,0.051779
5833728.0,0.052413
5866496.0,0.052268
5899264.0,0.052648
5932032.0,0.052956
5964800.0,0.053473
5997568.0,0.054744
6030336.0,0.051109
6063104.0,0.051722
6095872.0,0.051641
6128640.0,0.051873
6161408.0,0.052588
6194176.0,0.053081
6226944.0,0.053929
6259712.0,0.054244
6292480.0,0.045204
6325248.0,0.045269
6358016.0,0.046588
6390784.0,0.046672
6423552.0,0.046033
6456320.0,0.046403
6489088.0,0.046476
6521856.0,0.046587
6554624.0,0.047025
6587392.0,0.04708
6620160.0,0.048024
6652928.0,0.047965
6685696.0,0.048562
6718464.0,0.048935
6751232.0,0.050228
6784000.0,0.050104
6816768.0,0.050002
6849536.0,0.05123
6882304.0,0.050529
6915072.0,0.051488
6947840.0,0.051404
6980608.0,0.051496
7013376.0,0.052714
7046144.0,0.052693
7078912.0,0.052513
7111680.0,0.053497
7144448.0,0.05441
7177216.0,0.053191
7209984.0,0.05352
7242752.0,0.053492
7275520.0,0.054121
7308288.0,0.054156
7341056.0,0.055505
7373824.0,0.055575
7406592.0,0.05547
7439360.0,0.056662
7472128.0,0.056457
7504896.0,0.056855
7537664.0,0.057143
7570432.0,0.056265
7603200.0,0.057123
7635968.0,0.057581
7668736.0,0.057251
7701504.0,0.057507
7734272.0,0.059688
7767040.0,0.058419
7799808.0,0.059435
7832576.0,0.05864
7865344.0,0.058806
7898112.0,0.059629
7930880.0,0.059975
7963648.0,0.060477
7996416.0,0.059721
8029184.0,0.063035
8061952.0,0.06018
8094720.0,0.060125
8127488.0,0.06144
8160256.0,0.062587
8193024.0,0.061629
8225792.0,0.06154
8258560.0,0.062027
8291328.0,0.062538
8324096.0,0.062108
8356864.0,0.062617
8389632.0,0.063632
8422400.0,0.064038
8455168.0,0.063221
8487936.0,0.06492
8520704.0,0.063446
8553472.0,0.063999
8586240.0,0.064537
8619008.0,0.064083
8651776.0,0.064531
8684544.0,0.065043
8717312.0,0.065522
8750080.0,0.064792
8782848.0,0.065457
8815616.0,0.065211
8848384.0,0.065789
8881152.0,0.067006
8913920.0,0.066493
8946688.0,0.066147
8979456.0,0.067415
9012224.0,0.068211
9044992.0,0.067628
9077760.0,0.067038
9110528.0,0.066816
9143296.0,0.068233
9176064.0,0.067026
9208832.0,0.068685
9241600.0,0.067685
9274368.0,0.068894
9307136.0,0.068659
9339904.0,0.068333
9372672.0,0.068697
9405440.0,0.068791
9438208.0,0.069679
9470976.0,0.070178
9503744.0,0.068974
9536512.0,0.070635
9569280.0,0.069495
9602048.0,0.070842
9634816.0,0.06979
9667584.0,0.069766
9700352.0,0.070013
9733120.0,0.070001
9765888.0,0.071153
9798656.0,0.070413
9831424.0,0.0728
9864192.0,0.071848
9896960.0,0.071876
9929728.0,0.071775
9962496.0,0.072254
9995264.0,0.071821
10028032.0,0.072561
10060800.0,0.072952
10093568.0,0.073181
10126336.0,0.072241
10159104.0,0.072829
10191872.0,0.07233
10224640.0,0.074014
10257408.0,0.072305
10290176.0,0.073882
10322944.0,0.07346
10355712.0,0.076541
10388480.0,0.073148
10421248.0,0.074182
10454016.0,0.073382
10486784.0,0.075704
10519552.0,0.074399
10552320.0,0.074042
10585088.0,0.075531
10617856.0,0.0749
10650624.0,0.075309
10683392.0,0.074578
10716160.0,0.075999
10748928.0,0.074382
10781696.0,0.075674
10814464.0,0.074391
10847232.0,0.076125
10880000.0,0.07566
10912768.0,0.075422
10945536.0,0.075692
10978304.0,0.076975
11011072.0,0.076686
11043840.0,0.076165
11076608.0,0.077666
11109376.0,0.076977
11142144.0,0.077032
11174912.0,0.077374
11207680.0,0.076321
11240448.0,0.076606
11273216.0,0.077382
11305984.0,0.076589
11338752.0,0.078647
11371520.0,0.077527
11404288.0,0.077062
11437056.0,0.077833
11469824.0,0.077541
11502592.0,0.078198
11535360.0,0.07847
11568128.0,0.080491
11600896.0,0.080187
11633664.0,0.078113
11666432.0,0.07868
11699200.0,0.079391
11731968.0,0.078965
11764736.0,0.079456
11797504.0,0.080192
11830272.0,0.078586
11863040.0,0.079479
11895808.0,0.079704
11928576.0,0.079146
11961344.0,0.079577
11994112.0,0.080168
12026880.0,0.079927
12059648.0,0.079967
12092416.0,0.079306
12125184.0,0.080211
12157952.0,0.080751
12190720.0,0.079909
12223488.0,0.080207
12256256.0,0.081622
12289024.0,0.081289
12321792.0,0.081026
12354560.0,0.081211
12387328.0,0.080905
12420096.0,0.082373
12452864.0,0.081082
12485632.0,0.081643
12518400.0,0.081323
12551168.0,0.081052
12583936.0,0.081833
12616704.0,0.081528
12649472.0,0.0822
12682240.0,0.082137
12715008.0,0.083406
12747776.0,0.08228
12780544.0,0.082403
12813312.0,0.08217
12846080.0,0.081881
12878848.0,0.082001
12911616.0,0.083571
12944384.0,0.083094
12977152.0,0.082162
13009920.0,0.082396
13042688.0,0.083067
13075456.0,0.083273
13108224.0,0.083056
13140992.0,0.083661
13173760.0,0.084195
13206528.0,0.08279
13239296.0,0.083553
13272064.0,0.083439
13304832.0,0.083833
13337600.0,0.082358
13370368.0,0.084044
13403136.0,0.084853
13435904.0,0.084158
13468672.0,0.083878
13501440.0,0.084805
13534208.0,0.084947
13566976.0,0.084533
13599744.0,0.084711
13632512.0,0.08582
13665280.0,0.085656
13698048.0,0.084455
13730816.0,0.084181
13763584.0,0.085868
13796352.0,0.085556
13829120.0,0.086682
13861888.0,0.085969
13894656.0,0.084457
13927424.0,0.084997
13960192.0,0.085483
13992960.0,0.085198
14025728.0,0.085558
14058496.0,0.086391
14091264.0,0.08548
14124032.0,0.086134
14156800.0,0.08536
14189568.0,0.086153
14222336.0,0.085803
14255104.0,0.085847
14287872.0,0.08843
14320640.0,0.085715
14353408.0,0.085394
14386176.0,0.086811
14418944.0,0.086553
14451712.0,0.087307
14484480.0,0.087412
14517248.0,0.086991
14550016.0,0.087483
14582784.0,0.087428
14615552.0,0.087087
14648320.0,0.086919
