#arch : aarch64
#CPU : unknown
#OS : Linux
#version : 6.1.0-25-arm64
#mem alloc : hugeFS
#using 1 threads
#using memory mode : SAME_BUFFER
#STEP_SIZE = 16
#LOOP_NB0 = 320000000
#buffer init with 0.0 = true
#mem_size   nb_double   time
      0 ko	      0	         0	         0
      1 ko	    128	  0.012763	         0
      2 ko	    256	  0.009825	         0
      3 ko	    384	  0.008625	         0
      4 ko	    512	  0.008802	         0
      5 ko	    640	  0.007183	         0
      6 ko	    768	  0.006881	         0
      7 ko	    896	   0.00729	         0
      8 ko	   1024	  0.007983	         0
      9 ko	   1152	  0.007119	         0
     10 ko	   1280	  0.007594	         0
     11 ko	   1408	  0.005894	         0
     12 ko	   1536	  0.006775	         0
     13 ko	   1664	  0.007202	         0
     14 ko	   1792	  0.006843	         0
     15 ko	   1920	  0.006795	         0
     16 ko	   2048	  0.006861	         0
     17 ko	   2176	  0.006849	         0
     18 ko	   2304	  0.006839	         0
     19 ko	   2432	  0.006869	         0
     20 ko	   2560	  0.007263	         0
     21 ko	   2688	  0.007015	         0
     22 ko	   2816	  0.007161	         0
     23 ko	   2944	  0.006717	         0
     24 ko	   3072	  0.006749	         0
     25 ko	   3200	  0.006601	         0
     26 ko	   3328	  0.006507	         0
     27 ko	   3456	  0.006576	         0
     28 ko	   3584	  0.006484	         0
     29 ko	   3712	  0.006491	         0
     30 ko	   3840	  0.006435	         0
     31 ko	   3968	  0.006403	         0
     32 ko	   4096	  0.006357	         0
     33 ko	   4224	  0.006382	         0
     34 ko	   4352	   0.00639	         0
     35 ko	   4480	  0.006303	         0
     36 ko	   4608	  0.006337	         0
     37 ko	   4736	  0.006292	         0
     38 ko	   4864	  0.006306	         0
     39 ko	   4992	  0.006252	         0
     40 ko	   5120	  0.006241	         0
     41 ko	   5248	  0.006232	         0
     42 ko	   5376	  0.006203	         0
     43 ko	   5504	  0.006212	         0
     44 ko	   5632	  0.006203	         0
     45 ko	   5760	  0.006189	         0
     46 ko	   5888	  0.006174	         0
     47 ko	   6016	  0.006151	         0
     48 ko	   6144	  0.006144	         0
     49 ko	   6272	  0.006186	         0
     50 ko	   6400	  0.006133	         0
     51 ko	   6528	  0.006269	         0
     52 ko	   6656	    0.0062	         0
     53 ko	   6784	  0.006204	         0
     54 ko	   6912	  0.006179	         0
     55 ko	   7040	  0.006074	         0
     56 ko	   7168	   0.00611	         0
     57 ko	   7296	   0.00608	         0
     58 ko	   7424	  0.006077	         0
     59 ko	   7552	  0.006057	         0
     60 ko	   7680	  0.006114	         0
     61 ko	   7808	  0.006063	         0
     62 ko	   7936	   0.00606	         0
     63 ko	   8064	  0.006052	         0
     64 ko	   8192	  0.006091	         0
     65 ko	   8320	  0.006077	         0
     66 ko	   8448	  0.006047	         0
     67 ko	   8576	  0.006022	         0
     68 ko	   8704	   0.00607	         0
     69 ko	   8832	  0.006006	         0
     70 ko	   8960	  0.006034	         0
     71 ko	   9088	  0.006091	         0
     72 ko	   9216	  0.006015	         0
     73 ko	   9344	  0.006039	         0
     74 ko	   9472	  0.006034	         0
     75 ko	   9600	  0.006046	         0
     76 ko	   9728	  0.006037	         0
     77 ko	   9856	  0.005997	         0
     78 ko	   9984	  0.006022	         0
     79 ko	  10112	  0.006005	         0
     80 ko	  10240	  0.005982	         0
     81 ko	  10368	  0.005963	         0
     82 ko	  10496	  0.005992	         0
     83 ko	  10624	  0.005974	         0
     84 ko	  10752	  0.005969	         0
     85 ko	  10880	  0.006177	         0
     86 ko	  11008	  0.006924	         0
     87 ko	  11136	  0.006525	         0
     88 ko	  11264	  0.006183	         0
     89 ko	  11392	  0.006728	         0
     90 ko	  11520	  0.006715	         0
     91 ko	  11648	  0.005996	         0
     92 ko	  11776	  0.006137	         0
     93 ko	  11904	  0.006087	         0
     94 ko	  12032	  0.006563	         0
     95 ko	  12160	  0.006101	         0
     96 ko	  12288	  0.006151	         0
     97 ko	  12416	  0.006051	         0
     98 ko	  12544	  0.005943	         0
     99 ko	  12672	  0.005959	         0
    100 ko	  12800	  0.006007	         0
    101 ko	  12928	  0.005961	         0
    102 ko	  13056	  0.005913	         0
    103 ko	  13184	  0.005966	         0
    104 ko	  13312	  0.006027	         0
    105 ko	  13440	  0.005946	         0
    106 ko	  13568	  0.006015	         0
    107 ko	  13696	  0.005927	         0
    108 ko	  13824	  0.006212	         0
    109 ko	  13952	   0.00597	         0
    110 ko	  14080	  0.005911	         0
    111 ko	  14208	  0.005913	         0
    112 ko	  14336	  0.005929	         0
    113 ko	  14464	  0.005915	         0
    114 ko	  14592	  0.005909	         0
    115 ko	  14720	  0.005925	         0
    116 ko	  14848	   0.00591	         0
    117 ko	  14976	  0.006007	         0
    118 ko	  15104	  0.005947	         0
    119 ko	  15232	  0.005926	         0
    120 ko	  15360	  0.005931	         0
    121 ko	  15488	  0.005882	         0
    122 ko	  15616	  0.005911	         0
    123 ko	  15744	  0.005945	         0
    124 ko	  15872	  0.005893	         0
    125 ko	  16000	  0.005904	         0
    126 ko	  16128	  0.005923	         0
    127 ko	  16256	  0.005871	         0
    128 ko	  16384	  0.005897	         0
    129 ko	  16512	  0.005921	         0
    130 ko	  16640	  0.005904	         0
    131 ko	  16768	  0.005977	         0
    132 ko	  16896	  0.006278	         0
    133 ko	  17024	  0.006182	         0
    134 ko	  17152	  0.006639	         0
    135 ko	  17280	  0.006889	         0
    136 ko	  17408	  0.007247	         0
    137 ko	  17536	  0.007678	         0
    138 ko	  17664	  0.007944	         0
    139 ko	  17792	  0.008272	         0
    140 ko	  17920	  0.008768	         0
    141 ko	  18048	  0.009266	         0
    142 ko	  18176	  0.009833	         0
    143 ko	  18304	  0.010285	         0
    144 ko	  18432	  0.010505	         0
    145 ko	  18560	  0.010553	         0
    146 ko	  18688	  0.010743	         0
    147 ko	  18816	  0.010796	         0
    148 ko	  18944	  0.010714	         0
    149 ko	  19072	  0.010779	         0
    150 ko	  19200	   0.01089	         0
    151 ko	  19328	  0.010946	         0
    152 ko	  19456	  0.011256	         0
    153 ko	  19584	  0.011035	         0
    154 ko	  19712	  0.011038	         0
    155 ko	  19840	  0.011131	         0
    156 ko	  19968	    0.0112	         0
    157 ko	  20096	  0.011805	         0
    159 ko	  20352	  0.012247	         0
    161 ko	  20608	  0.011855	         0
    163 ko	  20864	  0.011872	         0
    165 ko	  21120	  0.012696	         0
    167 ko	  21376	  0.011455	         0
    169 ko	  21632	  0.011415	         0
    171 ko	  21888	  0.011478	         0
    173 ko	  22144	  0.011358	         0
    175 ko	  22400	  0.011385	         0
    177 ko	  22656	  0.011438	         0
    179 ko	  22912	  0.011562	         0
    181 ko	  23168	  0.011453	         0
    183 ko	  23424	   0.01148	         0
    185 ko	  23680	   0.01143	         0
    187 ko	  23936	  0.011423	         0
    189 ko	  24192	  0.011447	         0
    191 ko	  24448	  0.011407	         0
    193 ko	  24704	  0.011444	         0
    195 ko	  24960	  0.011529	         0
    197 ko	  25216	  0.011404	         0
    199 ko	  25472	  0.011432	         0
    201 ko	  25728	  0.011612	         0
    203 ko	  25984	  0.011448	         0
    205 ko	  26240	  0.011647	         0
    207 ko	  26496	    0.0115	         0
    209 ko	  26752	  0.011438	         0
    211 ko	  27008	  0.011422	         0
    213 ko	  27264	  0.011464	         0
    215 ko	  27520	  0.011482	         0
    217 ko	  27776	  0.011425	         0
    219 ko	  28032	   0.01147	         0
    221 ko	  28288	  0.011442	         0
    223 ko	  28544	  0.011434	         0
    225 ko	  28800	  0.011457	         0
    227 ko	  29056	  0.011452	         0
    229 ko	  29312	  0.011438	         0
    231 ko	  29568	  0.011441	         0
    233 ko	  29824	  0.011506	         0
    235 ko	  30080	  0.011499	         0
    237 ko	  30336	  0.011455	         0
    239 ko	  30592	  0.011469	         0
    241 ko	  30848	  0.012478	         0
    243 ko	  31104	  0.012107	         0
    245 ko	  31360	  0.011571	         0
    247 ko	  31616	  0.011762	         0
    249 ko	  31872	  0.011555	         0
    251 ko	  32128	  0.011506	         0
    253 ko	  32384	   0.01154	         0
    255 ko	  32640	  0.011549	         0
    257 ko	  32896	   0.01209	         0
    261 ko	  33408	  0.012254	         0
    265 ko	  33920	  0.011772	         0
    269 ko	  34432	  0.012282	         0
    273 ko	  34944	   0.01295	         0
    277 ko	  35456	  0.011722	         0
    281 ko	  35968	  0.011539	         0
    285 ko	  36480	  0.011544	         0
    289 ko	  36992	  0.011532	         0
    293 ko	  37504	  0.011833	         0
    297 ko	  38016	  0.011577	         0
    301 ko	  38528	  0.011528	         0
    305 ko	  39040	  0.011497	         0
    309 ko	  39552	  0.011782	         0
    313 ko	  40064	  0.011547	         0
    317 ko	  40576	  0.011533	         0
    321 ko	  41088	  0.011517	         0
    325 ko	  41600	  0.011498	         0
    329 ko	  42112	  0.011555	         0
    333 ko	  42624	  0.011528	         0
    337 ko	  43136	  0.011516	         0
    341 ko	  43648	  0.011471	         0
    345 ko	  44160	  0.011515	         0
    349 ko	  44672	  0.011498	         0
    353 ko	  45184	  0.011502	         0
    357 ko	  45696	  0.011509	         0
    361 ko	  46208	  0.011553	         0
    365 ko	  46720	  0.011603	         0
    369 ko	  47232	  0.011515	         0
    373 ko	  47744	  0.011547	         0
    377 ko	  48256	  0.011515	         0
    381 ko	  48768	  0.011512	         0
    385 ko	  49280	  0.011539	         0
    389 ko	  49792	   0.01149	         0
    393 ko	  50304	  0.011516	         0
    397 ko	  50816	  0.011512	         0
    401 ko	  51328	  0.011505	         0
    405 ko	  51840	  0.011562	         0
    409 ko	  52352	  0.011534	         0
    413 ko	  52864	  0.011496	         0
    417 ko	  53376	  0.011497	         0
    421 ko	  53888	  0.011549	         0
    425 ko	  54400	  0.011483	         0
    429 ko	  54912	  0.011501	         0
    433 ko	  55424	  0.011555	         0
    437 ko	  55936	   0.01165	         0
    441 ko	  56448	   0.01152	         0
    445 ko	  56960	  0.011652	         0
    449 ko	  57472	  0.011614	         0
    453 ko	  57984	  0.011515	         0
    457 ko	  58496	  0.011496	         0
    461 ko	  59008	   0.01159	         0
    465 ko	  59520	  0.011511	         0
    469 ko	  60032	  0.011526	         0
    473 ko	  60544	  0.011493	         0
    477 ko	  61056	  0.011514	         0
    481 ko	  61568	  0.011504	         0
    485 ko	  62080	  0.011478	         0
